NISS_patient,medecin,inami_medecin,pharmacien,inami_pharmacien,medicament_nom_commercial,DCI,date_prescription,date_vente,duree_traitement
282962218682,BUISSON,149602559860,HAUGUEL,285826141112,Lorelco,MONTELUKAST,09/18/1987,09/18/1987,28
282962218682,FORTIN,524834330953,BARRE,800628039125,Lidil,IBUPROFENE,08/30/1963,09/01/1963,2
282962218682,ALEXANDRE,79056308748,MOTTE,970260812896,Lipitor,LIDOCAÏNE,10/23/1990,10/27/1990,5
282962218682,FREMONT,962539054354,BLANCHARD,893006859724,Kanacyn,DESOGESTREL,06/27/1999,06/28/1999,7
282962218682,LEVILLAIN,269814193431,HEBERT,828227539900,Lorazin,MONTELUKAST,03/26/2001,04/01/2001,120
740814348286,FRIBOULET,463032548923,OSMONT,550289567520,Dilaxin,MITOXANTRONE,12/15/2010,12/18/2010,365
248055305416,LECROQ,275261492913,MARC,633319227389,Lifestat,IMIPRAMINE,08/21/2015,08/22/2015,120
248055305416,BUISSON,761120751368,PELLETIER,88635241758,Galvastin,LOMUSTINE,09/15/2008,09/17/2008,30
248055305416,BELLET,674270076784,FONTAINE,64711501067,Leponex,GLIBENCLAMIDE,03/30/2013,03/30/2013,5
248055305416,LAVENU,842864082607,CHEVALLIER,142381096286,Kalestol,COLCHICINE,02/10/2009,02/14/2009,3650
248055305416,GOUPIL,392110851492,JOUEN,765251446125,Inadol,CELECOXIB,07/07/2018,07/08/2018,60
248055305416,DELAMARE,29860104331,LEROY,943909328706,Enurace,TOREMIFENE,12/07/2007,12/12/2007,56
248055305416,MALLET,715147088037,BEAUFILS,792368554760,Levaxin,GRANISETRON,12/02/2017,12/04/2017,3650
248055305416,LECROQ,275261492913,HUBERT,232805177428,Ismolax,CLOPIDOGREL,09/06/2007,09/06/2007,7
248055305416,BARRE,168299837897,GIFFARD,474814337424,Inmecin,CITALOPRAM,06/08/2016,06/12/2016,365
248055305416,BRETON,493377856323,GAUTIER,597114645675,Marevan,REBOXETINE,04/11/2011,04/16/2011,5
254788522455,FOURNIER,461155379592,QUEVAL,778120925141,Lapatanib,FLUOXETINE,01/08/2017,01/12/2017,2
632917469361,ARGENTIN,980812996437,LEBOUCHER,453999580848,Lithioderm,MELOXICAM,03/20/2020,03/23/2020,365
632917469361,LEFRANCOIS,587318834205,BELLET,594631418667,Liraglutid,MEFLOQUINE,03/21/2002,03/21/2002,3
632917469361,LECANU,247595697354,BARRE,373698690955,Lithioderm,MELOXICAM,01/04/2008,01/10/2008,30
632917469361,LAVENU,842864082607,SAUNIER,149651198072,Imuran,CELECOXIB,06/12/2009,06/14/2009,3
632917469361,PELLETIER,672144058521,DUVAL,320546147913,Leuplin,GLIPIZIDE,08/19/2002,08/24/2002,3
632917469361,BOURDON,976048960664,LACHEVRE,595530078429,Macrogol,PROGUANIL,01/11/2002,01/11/2002,2
632917469361,CAVELIER,84939254372,DORE,898776312951,Glykosid,ALFENTANIL,09/15/2015,09/18/2015,2
632917469361,MAILLARD,854591964841,BREANT,371249966818,Ketogesic,DULOXETINE,04/28/1990,05/01/1990,60
632917469361,DUVAL,822687227224,MENARD,741597045983,Furobact,SUNITINIB,06/03/2006,06/08/2006,730
632917469361,ALLAIS,376058875786,LETAILLEUR,204227851655,Lorzaar,NAPROXENE,04/01/2004,04/06/2004,28
632917469361,FERET,982805115978,ROUSSELIN,526534691848,Lorentan,NAPROXENE,05/03/2002,05/06/2002,30
788978914852,LANGLOIS,546096898347,LECUYER,296885904830,Lasilacton,FLURBIPROFENE,08/15/2018,08/21/2018,120
788978914852,DUFILS,598740447598,FORTIN,762175463053,Lisinopril,MEFLOQUINE,01/04/2013,01/09/2013,3650
788978914852,PELLETIER,672144058521,LECOEUR,788793932023,Leukoscan,GLIPIZIDE,05/09/2005,05/14/2005,60
788978914852,VAUTIER,495656882223,LEMIRE,998088142669,Ketoprom,DUTASTERIDE,05/01/2015,05/07/2015,60
788978914852,DUPONT,36838645336,LECOQ,872957269224,Maropitant,REPAGLINIDE,01/08/2009,01/11/2009,15
788978914852,MAILLARD,854591964841,HENRY,718707341777,Lefosan,FOSAMPRENAVIR,11/15/2019,11/19/2019,15
788978914852,LECONTE,764113960350,MARECHAL,298462905839,Iocetamic,CLOMIPRAMINE,10/10/2015,10/11/2015,5
788978914852,CORDIER,416839787045,CLEMENT,412383690415,Furobact,SUNITINIB,05/18/2016,05/24/2016,2
788978914852,LOISEL,412256346595,LECROQ,187713601044,Macrofurin,PREDNISOLONE,09/12/2009,09/14/2009,15
563835300727,SIMON,616911441047,FORTIN,762175463053,Kemadren,DIPHENHYDRAMINE,01/18/2017,01/22/2017,28
563835300727,DUFOUR,372994839118,VATINEL,546964497503,Kalmex,DARUNAVIR,10/01/2016,10/03/2016,3650
563835300727,LEGER,291285655394,LEMESLE,149365200637,Linolacort,ISRADIPINE,07/23/2014,07/29/2014,2
563835300727,LETAILLEUR,374227189439,QUESNEL,46207902490,Macrolane,PROGUANIL,09/17/2018,09/18/2018,5
563835300727,PORET,342625089196,HUBERT,232805177428,Immusant,CARVEDILOL,12/27/2014,01/02/2015,120
563835300727,BACHELET,925514651423,THOREL,874187305771,Lorelco,MONTELUKAST,03/06/2015,03/11/2015,7
85004962079,COLOMBEL,664991314059,LACHEVRE,595530078429,Macrodantin,PREDNISOLONE,10/17/1968,10/21/1968,5
85004962079,CLATOT,373337694008,QUEVAL,778120925141,Macrodantin,PREDNISOLONE,06/28/2017,07/02/2017,56
85004962079,ALLAIS,448548859763,BREANT,371249966818,Lifestat,IMIPRAMINE,10/04/1970,10/05/1970,30
85004962079,CAUMONT,260712058320,AUVRAY,496927523030,Covexil,TEMOZOLOMIDE,11/10/2002,11/13/2002,7
85004962079,BREDEL,292810273169,MARECHAL,298462905839,Gentadil,PEMETREXED,07/22/1987,07/22/1987,5
85004962079,BOURDON,976048960664,LECANU,606805240736,Liraglutid,MEFLOQUINE,07/29/1992,08/02/1992,28
85004962079,CHAPELLE,642658250076,POULAIN,806751992071,Liraglutid,MEFLOQUINE,01/12/1999,01/17/1999,3
85004962079,LOISEL,412256346595,BREDEL,109934288899,Laroxyl,FLURBIPROFENE,10/22/1968,10/27/1968,3650
85004962079,FERON,653511979042,PELTIER,643635077556,Kanrex,DICLOFENAC,05/28/2004,05/30/2004,28
85004962079,ROUSSEL,135747643279,EUDE,6267810530,Macrodantin,PREDNISOLONE,01/24/1974,01/25/1974,365
85004962079,CARON,851282315820,MABIRE,976176585481,Kanaplex,DESOGESTREL,05/13/2011,05/17/2011,56
85004962079,CLATOT,373337694008,NORMAND,405171430382,Lametec,ETRAVIRINE,10/13/1981,10/16/1981,7
85004962079,LEVASSEUR,778583979667,DUBOC,107756325910,Macrodantin,PREDNISOLONE,05/26/1964,05/26/1964,28
85004962079,LACHEVRE,881956980720,PAIN,197803009941,Ketozol,EFAVIRENZ,06/23/1992,06/23/1992,3
620706847902,DUMONTIER,774465828876,GILLES,184480882791,Kefurox,DIPHENHYDRAMINE,12/30/1965,01/05/1966,15
620706847902,BENARD,129681628476,QUESNEL,793505952443,Idilone,AMLODIPINE,06/18/1977,06/19/1977,28
620706847902,LEVASSEUR,199114282358,HERVIEUX,692988192418,Linkzol,ISRADIPINE,11/16/1969,11/22/1969,15
620706847902,CARON,296062204840,MARECHAL,298462905839,Lasiletten,FLURBIPROFENE,04/03/1959,04/05/1959,3650
620706847902,BRETON,813697581221,AUGER,353030337661,Loxin,OLANZAPINE,08/08/1982,08/11/1982,28
620706847902,TALBOT,689190871633,FERET,190355923201,Macromax,PROGUANIL,06/04/1982,06/08/1982,56
620706847902,DELAMARE,29860104331,GOUPIL,945427022339,Ibunate,BUPIVACAÏNE,11/21/1942,11/26/1942,365
620706847902,DUMONTIER,68843634387,LACAILLE,382830537208,Iodocap,CLOMIPRAMINE,11/06/2019,11/06/2019,2
620706847902,GRANCHER,181861372934,EUDE,6267810530,Lanoprazone,FLECAÏNIDE,02/24/1943,03/02/1943,5
530715134293,MUTEL,250995462113,LEGRAS,23383396734,Losartan,NEVIRAPINE,02/06/2019,02/10/2019,28
530715134293,JOUEN,118587702167,SAUVAGE,448813853206,Loxicard,NORTRIPTYLINE,09/11/2017,09/16/2017,30
530715134293,CORDIER,416839787045,ROUSSELIN,526534691848,Ivergot,CLOZAPINE,10/20/2019,10/25/2019,30
530715134293,ROGER,635338131347,BONNET,453589556568,Lusopress,PANTOPRAZOLE,06/02/2011,06/04/2011,7
530715134293,DUBOIS,873628823867,BACHELET,579137566985,Linkzol,ISRADIPINE,03/29/2020,04/02/2020,3650
530715134293,LEVILLAIN,922030333065,PAIN,820084613430,Kanoprem,DICLOFENAC,10/13/2013,10/17/2013,30
530715134293,DUPONT,36838645336,QUESNEY,212432996906,Lucen,OMEPRAZOLE,09/21/2011,09/22/2011,730
530715134293,CAPRON,655553788505,LEROY,943909328706,Havrix,ATORVASTATINE,06/26/2019,06/30/2019,56
530715134293,FREMONT,742418596838,PELLETIER,88635241758,Maleat,PROPRANOLOL,03/25/2016,03/27/2016,28
530715134293,DESHAYES,730877845808,SENECAL,108708281011,Lamidus,FELODIPINE,06/30/2011,06/30/2011,3
530715134293,SENECAL,540180136237,LELIEVRE,693040867493,Macrodantin,PREDNISOLONE,10/08/2012,10/14/2012,120
530715134293,DELAMARE,849874787116,DELABARRE,782171334531,Anfarin,PANITUMUMAB,10/17/2015,10/20/2015,2
530715134293,MAUGER,522355645293,LAMY,556818335507,Femixol,MEDROXYPROGESTERONE,09/22/2011,09/24/2011,28
530715134293,DURAND,232680056220,DUPRE,993598021317,Liponorm,LOSARTAN,04/04/2015,04/04/2015,120
447974722762,CARON,851282315820,HERICHER,483777547219,Kanamix,DESOGESTREL,03/07/1970,03/08/1970,5
447974722762,LAVENU,842864082607,NORMAND,405171430382,Ivylex,COLCHICINE,07/22/1958,07/23/1958,56
447974722762,HAMEL,274140166745,QUESNEL,46207902490,Latrimox,FLUVASTATINE,02/12/1966,02/16/1966,730
447974722762,DUBOIS,873628823867,FRANCOIS,633380878862,Idilone,AMLODIPINE,01/03/1961,01/05/1961,56
447974722762,BRETON,493377856323,BOURDON,4002240609,Genaplex,CLOFARABINE,11/12/1966,11/14/1966,7
447974722762,CORNU,627442429591,LEVILLAIN,644064691457,Acinax,BEVACIZUMAB,02/12/1984,02/14/1984,60
447974722762,LEMAITRE,820371725971,LACHEVRE,737011051825,Lubristil,OMEPRAZOLE,05/18/1978,05/23/1978,5
447974722762,LECANU,247595697354,MOTTE,970260812896,Lisodur,MELOXICAM,01/23/2011,01/26/2011,3650
447974722762,ANGOT,764281699958,DUCHEMIN,947320143264,Lasilix,FLUVASTATINE,05/23/1991,05/28/1991,30
447974722762,CAVELIER,84939254372,AUBIN,855655606025,Iskamide,CLOPIDOGREL,05/29/2016,05/29/2016,7
447974722762,LEMARCHAND,899291903941,QUESNEL,793505952443,Ermycin,LETROZOLE ,04/17/1952,04/19/1952,60
447974722762,CARON,851282315820,LEMERCIER,893785511743,Lamidus,FELODIPINE,09/18/1981,09/21/1981,60
447974722762,LAVENU,842864082607,BOURDON,4002240609,Lormeg,NAPROXENE,10/21/2011,10/21/2011,365
447974722762,MARY,958419757511,BELLENGER,904085228997,Jumexil,COLCHICINE,05/14/1958,05/20/1958,60
899193657934,LEVASSEUR,778583979667,LEGRAS,23383396734,Macmiror,PREDNISOLONE,12/04/1928,12/06/1928,2
899193657934,BAILLEUL,393148243471,DUFOUR,864551363647,Lamisil,FENTANYL,12/06/2009,12/09/2009,3650
899193657934,LEVILLAIN,922030333065,LECUYER,296885904830,Livostin,METHYLPREDNISOLONE,07/28/1986,08/03/1986,28
334722676799,DESJARDINS,406736862759,NIEL,509229634598,Kanaplex,DESOGESTREL,01/21/1993,01/25/1993,120
334722676799,BELLET,605816961493,GODARD,383503237168,Lethicin,GLIMEPIRIDE,07/23/2004,07/26/2004,730
334722676799,LEROY,556615855355,ROUSSELIN,526534691848,Ivergot,CLOZAPINE,08/28/1984,08/31/1984,15
334722676799,JAMET,426690941579,COURTOIS,265039700441,Kemadren,DIPHENHYDRAMINE,03/01/1991,03/04/1991,56
334722676799,LEGENDRE,272262712618,PRIEUR,232693105938,Lipitor,LIDOCAÏNE,01/22/1987,01/25/1987,5
334722676799,MARTIN,314915603278,MOTTE,970260812896,Losacar,NEBIVOLOL,08/17/1983,08/18/1983,365
334722676799,DESHAYES,705084069764,BREDEL,109934288899,Diabexin,IRINOTECAN,09/26/2009,09/27/2009,365
400817946409,ANGOT,325744809786,GOSSE,439713517317,Malfordil,QUETIAPINE,01/24/1991,01/30/1991,365
400817946409,FRANCOIS,746205735423,NEVEU,412845352618,Lecicarbon,FOSAMPRENAVIR,04/25/2001,04/25/2001,30
400817946409,PHILIPPE,154853156743,ROUSSEAU,122944993242,Lysucin-C,PHENOBARBITAL,05/11/1993,05/13/1993,5
400817946409,LEMAITRE,820371725971,BELLENGER,904085228997,Kanaplex,DESOGESTREL,06/17/1983,06/20/1983,365
400817946409,DUMONTIER,68843634387,LEMERCIER,607722292753,Inotop,CLOBAZAM,09/17/1982,09/20/1982,120
400817946409,GRUEL,743045833307,VAUTIER,144413457345,Lipanthyl,ITRACONAZOLE,04/27/1990,04/27/1990,30
400817946409,SIMON,616911441047,CORNU,59848800370,Lorelco,MONTELUKAST,11/02/1991,11/02/1991,3650
400817946409,LEMERCIER,550306854124,CLEMENT,732535611615,Lipoxen,MEFLOQUINE,07/24/2012,07/26/2012,15
400817946409,BREDEL,936183455300,ROUSSEAU,122944993242,Idamol,BUPIVACAÏNE,02/08/1998,02/09/1998,730
941093860723,JEANNE,794102588693,BARRE,800628039125,Lazaxin,FLUVOXAMINE,06/18/1997,06/21/1997,56
941093860723,SAUVAGE,172018253942,BARRE,373698690955,Kanixone,DICLOFENAC,07/05/2020,07/06/2020,7
941093860723,CHANDELIER,669036934980,DUFOUR,864551363647,Lutinus,PANTOPRAZOLE,04/15/1999,04/17/1999,60
941093860723,MOUQUET,665888657720,FRIBOULET,933812995526,Lipoxen,MEFLOQUINE,10/06/2019,10/10/2019,56
941093860723,FERON,653511979042,MENARD,741597045983,Livazo,METHYLPREDNISOLONE,07/26/1993,08/01/1993,7
941093860723,BOULANGER,775942854102,MOUCHARD,37878730881,Lasiletten,FLURBIPROFENE,04/05/1996,04/09/1996,120
941093860723,LEVASSEUR,199114282358,LACHEVRE,737011051825,Fexigen,DASATINIB,11/02/2019,11/04/2019,365
941093860723,SOREL,136247343016,DEHAIS,514906291867,Hydrinol,BOSENTAN,10/03/2013,10/05/2013,120
941093860723,DEHAIS,719361786232,SANSON,932879657259,Dilaxin,MITOXANTRONE,08/21/1995,08/26/1995,5
941093860723,PORET,342625089196,GROUT,170438390732,Hachimycin,ARIPIPRAZOLE,02/16/2016,02/22/2016,5
941093860723,GODARD,653826432308,LEMESLE,149365200637,Frovax,SORAFENIB,02/02/2002,02/02/2002,60
941093860723,LOISEL,412256346595,ISAAC,364472258295,Kanixone,DICLOFENAC,11/18/2001,11/18/2001,365
941093860723,CAUCHOIS,43481836720,DUBOS,611204471453,Dimirex,IDARUBICINE,09/15/1996,09/18/1996,5
941093860723,BARBIER,857455948934,DUCLOS,993671120117,Lanoprazone,FLECAÏNIDE,11/12/1999,11/14/1999,60
941093860723,DUBOSC,831243339647,QUESNEL,46207902490,Lidestol,IBUPROFENE,08/23/2009,08/23/2009,3650
941093860723,RENAULT,876081161304,GOSSE,439713517317,Leukeran,GLIMEPIRIDE,06/10/2015,06/11/2015,28
941093860723,LETAILLEUR,374227189439,LANGLOIS,155797849838,Liraglutid,MEFLOQUINE,04/13/2002,04/17/2002,60
941093860723,CHAPELLE,642658250076,BREDEL,109934288899,Lisinopril,MEFLOQUINE,05/16/2000,05/16/2000,60
941093860723,CAUVIN,821028996447,QUESNEL,46207902490,Lasilix,FLUVASTATINE,08/21/2020,08/25/2020,60
941093860723,DESHAYES,730877845808,HENRY,103619031754,Efarenz,CYPROTERONE,05/05/2020,05/11/2020,3
186051465050,CAPRON,655553788505,LOUVET,181941561780,Fidigen,ERLOTINIB,02/27/2000,02/27/2000,2
570612316161,GOSSE,187231989128,LELEU,495392300903,Markus Rohner Anti-Aging,REPAGLINIDE,09/11/1990,09/14/1990,3650
570612316161,BUISSON,149602559860,LECANU,606805240736,Keflin,DIPHENHYDRAMINE,01/16/1993,01/18/1993,120
570612316161,LANGLOIS,382517821914,GIRARD,580434080972,Lipocer,LIDOCAÏNE,12/21/2001,12/25/2001,56
570612316161,DELABARRE,511014192920,CLEMENT,732535611615,Lipocer,LIDOCAÏNE,03/05/1999,03/10/1999,365
570612316161,MALLET,715147088037,SAVALLE,127541273224,Lutinus,PANTOPRAZOLE,12/25/2001,12/30/2001,30
570612316161,JOLY,923330323668,ROUSSEAU,122944993242,Lamivudin,FINASTERIDE,06/12/1987,06/12/1987,30
570612316161,LECONTE,69979380845,DESCHAMPS,318438768344,Ilonvir,CARBAMAZEPINE,06/20/1992,06/23/1992,28
570612316161,MARICAL,448026041773,LEBOUCHER,453999580848,Kefurox,DIPHENHYDRAMINE,09/07/1989,09/09/1989,120
570612316161,BOURDON,909229356219,SANSON,932879657259,Lipitor,LIDOCAÏNE,10/16/2018,10/16/2018,3
570612316161,LEFRANCOIS,587318834205,ALLAIN,968952328206,Macromax,PROGUANIL,02/02/1995,02/02/1995,15
570612316161,CHAPELLE,642658250076,BRETON,894592023082,Liraglutid,MEFLOQUINE,06/20/2003,06/24/2003,2
570612316161,JOLY,923330323668,DUMONT,191261723215,Maxilase,RITONAVIR,01/03/1990,01/04/1990,3650
570612316161,SELLIER,10859725557,FAUVEL,514192463583,Lipoxen,MEFLOQUINE,04/04/2005,04/10/2005,7
570612316161,BANCE,347172671525,CHEVALLIER,767419623579,Ilonvir,CARBAMAZEPINE,09/07/1996,09/11/1996,5
570612316161,FREMONT,962539054354,GOSSE,439713517317,Lopresor,MIRTAZAPINE,08/07/1996,08/08/1996,56
570612316161,MALLET,715147088037,BOUDIN,1762578168,Lumigan,ONDANSETRON,10/16/2018,10/21/2018,365
570612316161,QUIBEL,974467362920,HEDOUIN,204808929765,Lorelco,MONTELUKAST,06/20/1996,06/23/1996,56
570612316161,ROGER,635338131347,POULAIN,806751992071,Mantadan,RABEPRAZOLE,06/02/1998,06/08/1998,28
570612316161,SIMON,616911441047,LECLERC,205713092361,Lorazin,MONTELUKAST,01/27/1987,01/27/1987,120
570612316161,PELLETIER,163906727484,MOUCHARD,54655002612,Lercolin,GLICLAZIDE,02/16/2019,02/19/2019,3
510579179932,PHILIPPE,31444857441,HEDOUIN,204808929765,Lamogin,FINASTERIDE,03/28/2021,03/29/2021,120
510579179932,DELABARRE,511014192920,FAUVEL,514192463583,Lorazepam,MONTELUKAST,12/24/2022,12/27/2022,365
510579179932,CAUMONT,260712058320,ISAAC,364472258295,M-Prednisolon,PRASUGREL,06/14/2022,06/20/2022,5
510579179932,CLEMENT,11799469144,SAVALLE,127541273224,Maxitram SR,RIVAROXABAN,12/31/2021,01/02/2022,28
510579179932,GRUEL,368800041638,LECOQ,338378247493,Loxaryl,NORETHISTERONE,06/19/2022,06/23/2022,30
510579179932,ETIENNE,311105363861,CLEMENT,732535611615,Lusafan,OXYBUTYNINE,01/10/2021,01/16/2021,60
510579179932,JAMET,426690941579,CAUVIN,25959248202,Lorelco,MONTELUKAST,01/19/2021,01/20/2021,2
510579179932,BANCE,904362019031,GILLES,784573080719,Kanaplex,DESOGESTREL,07/27/2022,08/01/2022,5
510579179932,LEVASSEUR,199114282358,POULAIN,289437513500,Linkzol,ISRADIPINE,08/10/2021,08/13/2021,15
699490561346,BOURDON,976048960664,GAUTIER,597114645675,Liraglutid,MEFLOQUINE,07/18/1996,07/18/1996,365
699490561346,LENORMAND,470650054865,BELLENGER,904085228997,Macrolane,PROGUANIL,03/21/1956,03/21/1956,365
699490561346,MARY,958419757511,LECOEUR,788793932023,Lefosan,FOSAMPRENAVIR,04/02/1926,04/06/1926,2
699490561346,OLIVIER,287127216156,DUMONT,191261723215,Klerimed,EPLERENONE,08/08/1944,08/09/1944,7
699490561346,CANU,695935011192,LEPREVOST,513472881803,Lamivudin,FINASTERIDE,06/02/1980,06/08/1980,2
699490561346,HAREL,297935617514,BONNET,453589556568,Liraglutid,MEFLOQUINE,01/03/1989,01/07/1989,5
699490561346,LEVASSEUR,778583979667,DELAFOSSE,876617660526,Iclaprim,BUPIVACAÏNE,06/01/1946,06/06/1946,56
699490561346,TALBOT,689190871633,GOSSE,439713517317,Macrogol,PROGUANIL,04/04/1992,04/08/1992,60
699490561346,SELLIER,10859725557,HAREL,339959247235,Liraglutid,MEFLOQUINE,05/29/1978,06/01/1978,28
699490561346,MOREL,105665309509,GILLE,511996186319,Marzine,RIFABUTINE,01/02/1971,01/06/1971,365
346760094371,LECOMTE,777346132117,GUERIN,314987000437,Livostin,METHYLPREDNISOLONE,08/11/2002,08/11/2002,15
346760094371,LESEIGNEUR,368764048428,LEGRAS,23383396734,Ivaxim,CLOZAPINE,09/16/1983,09/22/1983,60
346760094371,PARIS,669294202103,QUEVAL,268994351855,Leukeran,GLIMEPIRIDE,04/07/1985,04/09/1985,120
346760094371,RENAULT,876081161304,CARDON,473770579713,Livazo,METHYLPREDNISOLONE,05/12/1983,05/18/1983,3
346760094371,LECONTE,764113960350,FRIBOULET,561153866477,Glicemox,HYDROXYCARBAMIDE,04/03/2004,04/07/2004,7
346760094371,GIFFARD,519422440276,DELAPORTE,815742212325,Lipostop,MAPROTILINE,09/19/2010,09/20/2010,120
346760094371,LOISEL,412256346595,HIS,719234433784,Kanixone,DICLOFENAC,03/30/2004,03/30/2004,30
346760094371,FREMONT,962539054354,AUBOURG,325611168444,Lipicard,LANSOPRAZOLE,06/24/2006,06/30/2006,15
346760094371,RIOULT,784205459765,CLEMENT,976399168055,Imuran,CELECOXIB,04/11/2017,04/12/2017,3650
346760094371,FREMONT,962539054354,GALLAIS,600960895887,Levaxin,GRANISETRON,02/27/2004,03/02/2004,7
346760094371,BUREL,992180529166,DROUET,702226866781,Kefurox,DIPHENHYDRAMINE,07/26/1991,07/30/1991,3650
346760094371,SIMON,616911441047,DELAPORTE,815742212325,Kemadren,DIPHENHYDRAMINE,08/25/2015,08/26/2015,730
346760094371,DUFOUR,844435899435,QUESNEL,793505952443,Havrix,ATORVASTATINE,01/05/1993,01/05/1993,730
346760094371,DELAUNE,364780447812,VAUTIER,144413457345,Lomir,METOPROLOL,03/06/2008,03/08/2008,15
346760094371,FORTIN,524834330953,SANSON,932879657259,Lisodur,MELOXICAM,12/08/1995,12/11/1995,120
675090180638,LECOMTE,501908044353,FREMONT,225290915696,Ketogesic,DULOXETINE,07/26/2015,07/31/2015,120
675090180638,MALLET,715147088037,LECONTE,324555115215,Dalazin,AZACITIDINE,12/15/2009,12/19/2009,120
675090180638,PASQUIER,744727391040,DUMONTIER,414047214322,Iodocap,CLOMIPRAMINE,08/09/2016,08/15/2016,7
675090180638,JOUEN,118587702167,GILLES,184480882791,Lipicard,LANSOPRAZOLE,11/16/2017,11/21/2017,730
675090180638,OLIVIER,475379042112,GUERIN,196346749928,Gynestrel,APIXABAN,10/27/2008,10/30/2008,28
675090180638,HERVIEUX,191740900969,RECHER,749598080196,Grifapril,APIXABAN,05/25/2014,05/30/2014,730
675090180638,HEUZE,908054530433,HENRY,718707341777,Liponorm,LOSARTAN,07/29/2010,08/01/2010,15
675090180638,DESJARDINS,406736862759,DELABARRE,782171334531,Kanaplex,DESOGESTREL,05/06/2015,05/09/2015,60
675090180638,CAUMONT,836786700139,LABBE,946168930365,Gentadine,ALEMTUZUMAB,09/23/2018,09/25/2018,15
675090180638,AUBE,682900535898,QUEVAL,778120925141,Lipinorm,LEVOMEPROMAZINE,06/08/2014,06/12/2014,3650
675090180638,PREVOST,524032410205,DEHAIS,514906291867,Calmitol,CARMUSTINE,12/28/2017,12/30/2017,28
675090180638,LECROQ,275261492913,BREDEL,109934288899,Maximune,RIVAROXABAN,06/01/2010,06/07/2010,3650
675090180638,BENOIST,820849292274,PANCHOUT,530969951265,Lyxumia,PRASUGREL,07/30/2019,08/04/2019,3650
875844846384,DELAUNE,611351830938,CLATOT,373777729200,Irridin,CLOPIDOGREL,08/09/2010,08/13/2010,30
875844846384,LEPRETRE,420605238261,DESHAYES,281095929470,Duloxin,DEGARELIX ,04/20/2015,04/25/2015,3
875844846384,FOLLIOT,44133993198,GIRARD,580434080972,Dermaxol,PACLITAXEL,12/15/2019,12/21/2019,730
875844846384,DELAUNE,611351830938,CARPENTIER,582345399548,Grifapril,APIXABAN,10/20/2008,10/21/2008,120
875844846384,LECROQ,275261492913,CAVELIER,2590864465,Ismolax,CLOPIDOGREL,07/31/1980,08/02/1980,3650
875844846384,MARC,801049022571,BARRE,800628039125,Eupantol,GOSERELINE,08/12/1979,08/16/1979,60
875844846384,GIFFARD,519422440276,CARDON,473770579713,Lorastad,MOCLOBEMIDE,10/13/2010,10/16/2010,3650
875844846384,CHAPELLE,359067841159,HEBERT,828227539900,Grifapril,APIXABAN,08/13/1994,08/13/1994,120
949510253260,MARICAL,448026041773,COURTOIS,265039700441,Fenoxin,LENALIDOMIDE,03/16/1995,03/18/1995,2
949510253260,COUSIN,64774559483,BONNET,116344365553,Avicant,CARBOPLATINE,06/07/2001,06/11/2001,56
949510253260,DESJARDINS,406736862759,VAUTIER,144413457345,Klavocin,EPLERENONE,10/18/2003,10/18/2003,15
949510253260,BUREL,992180529166,MULOT,25651294959,Kemadren,DIPHENHYDRAMINE,10/09/2001,10/10/2001,15
949510253260,CADINOT,570327067778,LEVASSEUR,211792820366,Maxitram SR,RIVAROXABAN,10/15/2017,10/15/2017,60
949510253260,DELAUNE,611351830938,DEBRIS,773355257439,Lyxumia,PRASUGREL,11/14/1983,11/20/1983,3
949510253260,LECANU,19068943685,DEHAIS,514906291867,Glicim,ACENOCOUMAROL,07/17/1972,07/23/1972,60
949510253260,PICARD,548790244051,HEBERT,828227539900,Anxirox,RITUXIMAB,09/01/1986,09/06/1986,60
949510253260,ROULAND,439519841453,LEMONNIER,791664168991,Grifapril,APIXABAN,05/12/1997,05/15/1997,30
949510253260,DELABARRE,511014192920,GIRARD,310455031463,Lorazepam,MONTELUKAST,07/28/1999,08/01/1999,5
949510253260,ROULAND,439519841453,HEDOUIN,259613842019,Gonaxil,AMIODARONE,11/27/1979,11/30/1979,56
949510253260,PREVOST,524032410205,FAUVEL,514192463583,Levoxyl,IBUPROFENE,02/29/1972,03/05/1972,730
949510253260,ALEXANDRE,79056308748,LEBOUCHER,521120091980,Lipolax,LORATADINE,04/20/2016,04/25/2016,365
568472876047,LAMY,307468240579,MOTTE,258621787004,Leukeran,GLIMEPIRIDE,02/14/1989,02/15/1989,60
568472876047,JOLY,923330323668,DUMONT,191261723215,Lansoq,FLUOXETINE,08/12/1985,08/13/1985,2
568472876047,BENOIST,471483701751,LEVASSEUR,211792820366,Lisodur,MELOXICAM,09/30/2015,10/03/2015,28
568472876047,BREDEL,292810273169,BOULET,71104553048,Lorzaar,NAPROXENE,12/03/1980,12/06/1980,365
568472876047,CANU,695935011192,POULAIN,806751992071,Maxalt,RISPERIDONE,05/10/1988,05/15/1988,28
568472876047,GOUBERT,183307754477,CROCHEMORE,64418437018,Lusafan,OXYBUTYNINE,07/10/1999,07/10/1999,7
568472876047,PARMENTIER,479414577349,QUESNEY,212432996906,Immusant,CARVEDILOL,08/18/1991,08/21/1991,60
568472876047,LEGRAS,356343965047,ROUSSEAU,122944993242,Lifestat,IMIPRAMINE,11/18/2011,11/21/2011,365
568472876047,LEGRAS,356343965047,SAVALLE,127541273224,Iproxen,CLONAZEPAM,05/14/1976,05/17/1976,3650
